CustomerID,FirstName,LastName,Age,City,Country,Email,CorporateEmail,Newsletter,AgeGroup,CustomerGroup
19-196-475-192,Frithjof,Gradl,40.0,Memphis,United_States,Frithjof .Gradl@email.com,,1.0,Adult,CC1
79-792-366-679,George ,Stingl,28.0,Washington,United_States,George .Stingl@email.com,,0.0,Adult,CC1
87-876-791-997,Lorenzo,Kleinhans,45.0,Jacksonville,United_States,Lorenzo .Kleinhans@email.com,,0.0,Adult,CC2
28-286-517-587,Nicole,Niemann,36.0,Sevastopol,Ukraine,Nicole.Niemann@email.com,,0.0,Adult,CC3
97-974-326-685,Heidelinde,Distler,25.0,Donetsk,Ukraine,Heidelinde.Distler@email.com,,0.0,Adult,CC3
81-815-232-802,Maria-Luise,Ostermeier,26.0,Gdansk,Poland,Maria-Luise.Ostermeier@email.com,,1.0,Adult,CC1
82-828-192-746,Claudia,Schnelle,37.0,Toulouse,Franec,Claudia.Schnelle@email.com,,1.0,Adult,CC2
64-642-446-691,Blanka,Sandner,44.0,Gdansk,Poland,Blanka.Sandner@email.com,,1.0,Adult,CC3
92-927-537-216,Jörg-Peter,Mager,17.0,Helsinki,Finland,Jörg-Peter .Mager@email.com,,1.0,Adolescent,CC2
82-824-865-702,Mattias,Sommerfeld,24.0,Athens,Greece,Mattias .Sommerfeld@email.com,,1.0,Adult,CC3
84-848-232-617,Ludwig ,Vogel,25.0,Bristol,United_Kingdom,Ludwig .Vogel@email.com,,1.0,Adult,CC1
44-440-342-315,Emilia,Koppe,35.0,Sofia,Bulgaria,Emilia.Koppe@email.com,,1.0,Adult,CC1
59-598-975-342,Katalin,Kummer,19.0,Makiyivka,Ukraine,Katalin.Kummer@corp.com,Katalin.Kummer@corp.com,1.0,Adult,CC3
73-738-988-751,Angelica,Flaig,38.0,Denver,United_States,Angelica.Flaig@email.com,,0.0,Adult,CC2
26-268-693-443,Krista,Roß,28.0,Prague,Czech_Republic,Krista.Roß@corp.com,Krista.Roß@corp.com,0.0,Adult,CC3
15-154-235-884,Cornelius,Schenkel,18.0,Szczecin,Poland,Cornelius .Schenkel@email.com,,1.0,Adult,CC2
51-513-182-406,Luigi ,Kessel,38.0,Zaragoza,Spain,Luigi .Kessel@email.com,,1.0,Adult,CC1
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2
12-121-360-322,Joerg ,Platz,31.0,Skopje,North_Macedonia,Joerg .Platz@email.com,Joerg .Platz@corp.com,0.0,Adult,CC2
63-633-852-239,Barbara,Knebel,54.0,Essen,Germany,Barbara.Knebel@email.com,,1.0,Adult,CC3
51-512-812-618,Rainer,Krüger,33.86,Leipzig,Germany,Rainer.Krüger@email.com,,1.0,Adult,CC3
71-711-250-112,Miriam,Lederer,50.0,Lodz,Poland,Miriam.Lederer@corp.com,Miriam.Lederer@corp.com,1.0,Adult,CC1
37-375-858-473,Johannes,Franken,27.0,Sarajevo,Bosnia_and_Herzegovina,Johannes.Franken@email.com,,1.0,Adult,CC3
75-752-168-398,Volker,Donner,16.0,Wandsbek,Germany,Volker.Donner@email.com,,1.0,Adolescent,CC2
47-473-677-838,Hansjürgen,Sander,47.0,Sevilla,Spain,Hansjürgen .Sander@email.com,,1.0,Adult,CC3
42-421-113-978,Gabriele,Reuter,35.0,Szczecin,Poland,Gabriele.Reuter@email.com,,1.0,Adult,CC2
18-183-752-203,Britta,Lentz,27.0,Seattle,United_States,Britta.Lentz@corp.com,Britta.Lentz@corp.com,0.0,Adult,CC3
38-388-497-255,Irmtraud,Weyand,24.0,Koeln,Germany,Irmtraud.Weyand@email.com,,1.0,Adult,CC2
26-267-709-953,Jacek ,Wilhelmi,26.0,Nashville-Davidson,United_States,Jacek .Wilhelmi@email.com,,1.0,Adult,CC3
13-137-215-455,Carmine,Unger,34.0,Vienna,Austria,Carmine.Unger@email.com,,1.0,Adult,CC1
16-160-430-397,Valeska,Bopp,32.0,Madrid,Spain,Valeska.Bopp@email.com,Valeska.Bopp@corp.com,0.0,Adult,CC3
82-822-924-651,Guiseppe,Mey,27.0,Dnipro,Ukraine,Guiseppe .Mey@email.com,,1.0,Adult,CC3
46-467-127-638,Tülay,Klose,31.0,Sevastopol,Ukraine,Tülay.Klose@email.com,,0.0,Adult,CC3
77-774-744-466,Nicole,Steinhoff,20.0,Naples,Italy,Nicole.Steinhoff@email.com,,0.0,Adult,CC2
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2
77-778-169-794,Catharina,Bopp,65.0,Rotterdam,Netherlands,Catharina.Bopp@email.com,,0.0,Adult,CC3
90-900-179-763,Alicja,Wöhrle,52.0,Palermo,Italy,Alicja.Wöhrle@email.com,,1.0,Adult,CC1
43-437-142-674,Hanspeter,Nickel,29.0,Wandsbek,Germany,Hanspeter .Nickel@email.com,Hanspeter .Nickel@corp.com,1.0,Adult,CC2
91-916-456-638,Wieslaw,Lemmer,18.0,Zaporizhia,Ukraine,Wieslaw .Lemmer@email.com,,1.0,Adult,CC3
94-947-324-992,Rudi,Sell,18.0,Washington,United_States,Rudi .Sell@email.com,,0.0,Adult,CC1
44-447-778-340,Alexandra,Lüdecke,44.0,San Francisco,United_States,Alexandra.Lüdecke@email.com,,1.0,Adult,CC3
45-457-495-185,Solveig,Burkhard,25.0,Vilnius,Lithuania,Solveig.Burkhard@email.com,Solveig.Burkhard@corp.com,0.0,Adult,CC1
10-100-880-598,Gloria,Glück,50.0,Kryvyi Rih,Ukraine,Gloria.Glück@email.com,,1.0,Adult,CC2
99-998-164-653,Evelin,Grieger,59.0,Indianapolis,United_States,Evelin.Grieger@email.com,,0.0,Adult,CC2
31-315-872-319,Cengiz ,Blume,48.0,Phoenix,United_States,Cengiz .Blume@email.com,,0.0,Adult,CC2
98-985-206-200,Frank,Matthiesen,37.0,Duisburg,Germany,Frank.Matthiesen@email.com,Frank.Matthiesen@corp.com,1.0,Adult,CC1
21-210-654-727,Krystyna,Wöhrle,62.0,San Francisco,United_States,Krystyna.Wöhrle@email.com,Krystyna.Wöhrle@corp.com,0.0,Adult,CC2
58-585-367-818,Lidia,Scheller,61.0,Belgrade,Serbia,Lidia.Scheller@email.com,,1.0,Adult,CC1
55-559-805-580,Robert,Wurst,26.0,Munich,Germany,Robert.Wurst@email.com,,0.0,Adult,CC3
77-777-339-543,Hajo,Ulbrich,41.0,Lviv,Ukraine,Hajo .Ulbrich@email.com,,0.0,Adult,CC2
60-608-460-894,Thilo ,Kutzner,41.0,Athens,Greece,Thilo .Kutzner@email.com,,0.0,Adult,CC1
84-845-374-662,Abraham ,Boller,49.0,Sarajevo,Bosnia_and_Herzegovina,Abraham .Boller@email.com,,1.0,Adult,CC1
25-254-164-717,Josephine,Moosmann,33.0,Memphis,United_States,Josephine.Moosmann@email.com,,0.0,Adult,CC3
63-632-165-372,Türkan,Stegmaier,29.0,Louisville/Jefferson County,United_States,Türkan.Stegmaier@email.com,,1.0,Adult,CC2
97-976-982-372,Ingried,Mayer,27.0,Budapest,Hungary,Ingried.Mayer@email.com,,0.0,Adult,CC2
63-637-993-179,Volkmar ,Stauch,49.0,Antwerpen,Belgium,Volkmar .Stauch@email.com,,0.0,Adult,CC3
42-424-598-541,Manfred,Dörr,63.0,Gdansk,Poland,Manfred.Dörr@email.com,Manfred.Dörr@corp.com,1.0,Adult,CC2
92-923-342-427,Ljubica,Kastner,25.0,San Antonio,United_States,Ljubica.Kastner@email.com,,0.0,Adult,CC1
14-140-668-112,Meik,Knopp,31.0,Dublin,Ireland,Meik .Knopp@email.com,,0.0,Adult,CC1
65-650-259-294,Anna-Luise,Schmoll,50.0,Sector 3,Romania,Anna-Luise.Schmoll@email.com,Anna-Luise.Schmoll@corp.com,0.0,Adult,CC1
26-268-687-261,Wilma,Schall,54.0,San Antonio,United_States,Wilma.Schall@email.com,,0.0,Adult,CC3
95-953-797-831,Adelgunde,Schuh,46.0,Las Palmas de Gran Canaria,Spian,Adelgunde.Schuh@email.com,,0.0,Adult,CC2
38-389-603-529,Eckhard,Tröster,58.0,Gomel,Belarus,Eckhard .Tröster@email.com,,0.0,Adult,CC2
75-751-293-377,Darko,Fröhlich,46.0,Las Vegas,United_States,Darko .Fröhlich@email.com,,0.0,Adult,CC3
34-348-743-224,Kerstin,Suhr,50.0,Minsk,Belarus,Kerstin.Suhr@email.com,Kerstin.Suhr@corp.com,1.0,Adult,CC2
72-729-848-510,Volker ,Schumann,27.0,Malaga,Spain,Volker .Schumann@corp.com,Volker .Schumann@corp.com,1.0,Adult,CC1
23-232-249-187,Natali,Mohr,53.0,Nottingham,United_Kingdom,Natali.Mohr@email.com,,0.0,Adult,CC3
57-570-638-882,Silvia,Junker,24.0,Palermo,Italy,Silvia.Junker@corp.com,Silvia.Junker@corp.com,1.0,Adult,CC2
46-463-204-168,Istvan ,Jakobs,20.0,Toulouse,France,Istvan .Jakobs@email.com,,1.0,Adult,CC2
98-984-589-251,Heiko,Albers,22.0,Frankfurt am Main,Germany,Heiko.Albers@email.com,,0.0,Adult,CC2
89-898-904-745,Karin,Pahlke,15.0,Berlin,Germany,Karin.Pahlke@email.com,Karin.Pahlke@corp.com,0.0,Adolescent,CC2
43-430-673-621,Arzu,Völkl,41.0,Hannover,Germany,Arzu.Völkl@email.com,,0.0,Adult,CC1
53-539-676-694,Diedrich,Puschmann,46.0,Oklahoma City,United_States,Diedrich .Puschmann@email.com,,1.0,Adult,CC1
61-612-207-810,Karl-Josef,Zinn,39.0,Murcia,Spain,Karl-Josef .Zinn@email.com,,0.0,Adult,CC1
37-378-539-183,Karl-Otto ,Gaida,35.0,Prague,Czech_Republic,Karl-Otto .Gaida@email.com,,0.0,Adult,CC2
14-145-871-403,Ercan,Gebhardt,68.0,Athens,Greece,Ercan .Gebhardt@email.com,,0.0,Older Adult,CC2
74-742-572-483,Ilona,Reetz,44.0,Sector 3,Romania,Ilona.Reetz@email.com,,0.0,Adult,CC2
45-452-899-474,Claus,Glock,40.0,Marseille,France,Claus .Glock@email.com,,1.0,Adult,CC3
94-940-476-824,Benjamin,Nestler,27.0,Bucharest,Romania,Benjamin .Nestler@email.com,,1.0,Adult,CC2
73-733-402-386,Brunhild,Schnell,20.0,Memphis,United_States,Brunhild.Schnell@email.com,,1.0,Adult,CC2
64-640-196-343,Adele,Meinel,60.0,Charlotte,United_States,Adele.Meinel@email.com,,1.0,Adult,CC2
54-548-871-742,Horst-Dieter ,Plank,23.0,The Hague,Netherlands,Horst-Dieter .Plank@email.com,,1.0,Adult,CC2
77-775-931-158,Marita,Seger,39.0,Munich,Germany,Marita.Seger@email.com,,0.0,Adult,CC3
24-245-422-723,Annegrete,Kretz,32.0,Marseille,France,Annegrete.Kretz@corp.com,Annegrete.Kretz@corp.com,1.0,Adult,CC3
65-655-740-689,Athanasios,Meinert,20.0,San Diego,United_States,Athanasios .Meinert@email.com,,1.0,Adult,CC3
23-235-894-215,Sergej,Sperling,27.0,Philadelphia,United_States,Sergej .Sperling@email.com,,0.0,Adult,CC2
50-502-787-157,Alina,Rickert,46.0,Luhansk,Ukraine,Alina.Rickert@email.com,,0.0,Adult,CC1
58-582-142-599,Kurt,Siekmann,35.0,Zaporizhia,Ukraine,Kurt.Siekmann@email.com,,1.0,Adult,CC1
72-726-458-713,Geza,Lindenau,24.0,Los Angeles,United_States,Geza.Lindenau@email.com,,1.0,Adult,CC3
42-429-786-459,Jochen ,Degenhardt,16.0,Poznan,Poland,Jochen .Degenhardt@corp.com,Jochen .Degenhardt@corp.com,0.0,Adolescent,CC2
93-937-313-163,Stefani,Jäschke,51.0,Leicester,United_Kingdom,Stefani.Jäschke@email.com,,0.0,Adult,CC2
22-229-483-682,Mariola,Königs,60.0,Fort Worth,United_States,Mariola.Königs@email.com,,1.0,Adult,CC1
47-479-269-807,Frederic,Peschel,39.0,Chisinau,Moldova,Frederic .Peschel@email.com,Frederic .Peschel@corp.com,1.0,Adult,CC1
90-906-424-400,Gunnar,Bär,57.0,Budapest,Hungary,Gunnar .Bär@email.com,,1.0,Adult,CC2
30-302-750-929,Mato,Heiland,54.0,Dallas,United_States,Mato .Heiland@corp.com,Mato .Heiland@corp.com,0.0,Adult,CC1
75-757-724-968,Mario ,Stöckel,29.0,Dresden,Germany,Mario .Stöckel@corp.com,Mario .Stöckel@corp.com,1.0,Adult,CC3
19-191-162-303,Sinaida,Dold,23.0,Dnipro,Ukraine,Sinaida.Dold@email.com,,1.0,Adult,CC3
51-519-181-712,Insa,Weichert,35.0,Chisinau,Moldova,Insa.Weichert@email.com,,0.0,Adult,CC2
78-784-142-388,Egbert ,Dröge,35.0,Bristol,United_Kingdom,Egbert .Dröge@email.com,,0.0,Adult,CC1
13-136-689-312,Steffi,Butz,19.0,Sofia,Bulgaria,Steffi.Butz@email.com,,1.0,Adult,CC2
78-789-686-995,Hartmut,Artmann,27.0,Dresden,Germany,Hartmut.Artmann@email.com,,1.0,Adult,CC1
10-103-546-526,Oliver,Kölbl,35.0,Memphis,United_States,Oliver.Kölbl@email.com,,0.0,Adult,CC3
81-814-172-587,Georgia,Frühauf,57.0,Essen,Germany,Georgia.Frühauf@email.com,,0.0,Adult,CC2
69-698-994-580,Anke,Hengst,34.0,Barcelona,Spain,Anke.Hengst@email.com,Anke.Hengst@corp.com,1.0,Adult,CC2
21-217-491-993,Friedrich-Wilhelm ,Bohnert,55.0,Edinburgh,United_Kingdom,Friedrich-Wilhelm .Bohnert@email.com,,1.0,Adult,CC3
56-561-871-770,Belinda,Evers,56.0,Dallas,United_States,Belinda.Evers@email.com,,1.0,Adult,CC1
91-914-912-232,Irmtraud,Plath,45.0,Stockholm,Sweden,Irmtraud.Plath@email.com,,0.0,Adult,CC3
86-868-237-615,Isa,Schöning,42.0,Amsterdam,Netherlands,Isa.Schöning@email.com,Isa.Schöning@corp.com,1.0,Adult,CC3
57-579-260-993,Klaas ,Langner,44.0,Sofia,Bulgaria,Klaas .Langner@email.com,,1.0,Adult,CC1
87-870-994-659,Leokadia,Hau,44.0,Tallinn,Estonia,Leokadia.Hau@email.com,,0.0,Adult,CC3
11-117-667-886,Gisbert,Bruns,43.0,Columbus,United_States,Gisbert .Bruns@email.com,,0.0,Adult,CC1
20-209-572-233,Friedhelm ,Dold,28.0,Leicester,United_Kingdom,Friedhelm .Dold@email.com,,0.0,Adult,CC3
23-239-909-505,Margit,Dammann,63.0,Murcia,Spain,Margit.Dammann@email.com,,0.0,Adult,CC2
93-939-507-399,Dominic,Biehl,15.0,Glasgow,United_Kingdom,Dominic .Biehl@corp.com,Dominic .Biehl@corp.com,0.0,Adolescent,CC3
31-318-303-603,Werner,Ehlers,52.0,Tallinn,Estonia,Werner.Ehlers@email.com,,0.0,Adult,CC1
39-394-699-348,Erwin,Schock,24.0,Dnipro,Ukraine,Erwin .Schock@email.com,,0.0,Adult,CC2
59-593-587-137,Mareike,Steigerwald,36.0,El Paso,United_States,Mareike.Steigerwald@email.com,,1.0,Adult,CC1
33-336-226-380,Karl-Josef,Reil,41.0,Genoa,Italy,Karl-Josef .Reil@corp.com,Karl-Josef .Reil@corp.com,1.0,Adult,CC3
83-838-300-220,Nadine,Christiansen,33.86,Louisville/Jefferson County,United_States,Nadine.Christiansen@email.com,,1.0,Adult,CC2
47-476-639-126,Adelbert,Appel,25.0,Minsk,Belarus,Adelbert .Appel@email.com,,1.0,Adult,CC2
17-174-241-554,Tomasz ,Hiller,27.0,Belgrade,Serbia,Tomasz .Hiller@email.com,,1.0,Adult,CC1
81-816-412-813,Nils ,Landwehr,47.0,Zaporizhia,Ukraine,Nils .Landwehr@email.com,,0.0,Adult,CC3
41-414-886-548,Gretl,Bernhardt,32.0,Rome,Italy,Gretl.Bernhardt@email.com,,1.0,Adult,CC3
61-612-425-534,Gloria,Häfele,15.0,Palermo,Italy,Gloria.Häfele@email.com,,0.0,Adolescent,CC2
41-413-557-431,Natalija,Weiße,18.0,Los Angeles,United_States,Natalija.Weiße@email.com,Natalija.Weiße@corp.com,0.0,Adult,CC1
50-509-454-789,Ernst-Dieter,Prager,26.0,Skopje,North_Macedonia,Ernst-Dieter .Prager@email.com,,0.0,Adult,CC3
25-258-791-803,Gabriele,Jentzsch,24.0,Wroclaw,Poland,Gabriele.Jentzsch@email.com,,1.0,Adult,CC1
47-471-643-191,Aysel,Rauch,33.86,Hamburg,Germany,Aysel.Rauch@email.com,,0.0,Adult,CC2
41-419-224-743,Birgit,Martens,52.0,Paris,France,Birgit.Martens@email.com,,0.0,Adult,CC3
16-169-831-580,Gregor ,Böker,19.0,Bratislava,Slovakia,Gregor .Böker@email.com,,0.0,Adult,CC1
47-473-831-174,Gunther,Heller,26.0,Leipzig,Germany,Gunther .Heller@email.com,,1.0,Adult,CC1
59-595-309-449,Herlinde,Reiß,15.0,Bochum-Hordel,Germany,Herlinde.Reiß@corp.com,Herlinde.Reiß@corp.com,0.0,Adolescent,CC1
32-321-658-212,Emanuel,Bogner,58.0,Riga,Latvia,Emanuel .Bogner@email.com,Emanuel .Bogner@corp.com,1.0,Adult,CC1
22-229-331-964,Sandra,Piontek,41.0,Columbus,United_States,Sandra.Piontek@email.com,,0.0,Adult,CC2
48-481-998-910,Charlotte,Kunde,34.0,Toulouse,Franec,Charlotte.Kunde@email.com,,1.0,Adult,CC2
92-923-373-906,Fatma,Andreas,34.0,Dallas,United_States,Fatma.Andreas@email.com,,1.0,Adult,CC2
92-925-866-450,Oliver,Orlowski,52.0,Marseille,France,Oliver.Orlowski@email.com,,0.0,Adult,CC2
54-547-906-354,Franco,Dettmann,16.0,Mariupol,Ukraine,Franco .Dettmann@email.com,,1.0,Adolescent,CC3
24-248-708-254,Adelbert ,Kamp,46.0,Skopje,North_Macedonia,Adelbert .Kamp@email.com,,1.0,Adult,CC2
15-156-622-861,Rita,Kirchner,31.0,Indianapolis,United_States,Rita.Kirchner@email.com,Rita.Kirchner@corp.com,0.0,Adult,CC3
29-295-428-469,Siegmund ,Titze,36.0,Philadelphia,United_States,Siegmund .Titze@email.com,,1.0,Adult,CC2
84-843-879-761,German ,Kasten,24.0,Madrid,Spain,German .Kasten@email.com,,1.0,Adult,CC1
49-493-127-457,Gabriella,Schroth,48.0,Warsaw,Poland,Gabriella.Schroth@email.com,,1.0,Adult,CC1
35-357-403-867,Christel,Mandel,27.0,Barcelona,Spain,Christel.Mandel@email.com,,1.0,Adult,CC2
42-424-678-868,Sabri,Rupp,38.0,Oklahoma City,United_States,Sabri .Rupp@email.com,,1.0,Adult,CC1
39-393-623-110,Hans Peter,Schreyer,33.86,Dallas,United_States,Hans Peter.Schreyer@email.com,,1.0,Adult,CC3
42-426-720-363,Petra,Bräutigam,18.0,Frankfurt am Main,Germany,Petra.Bräutigam@email.com,,1.0,Adult,CC2
74-742-331-176,Kriemhild,Vollmer,62.0,Barcelona,Spain,Kriemhild.Vollmer@email.com,,0.0,Adult,CC3
84-842-650-964,Heino ,Pfister,69.0,Minsk,Belarus,Heino .Pfister@email.com,,1.0,Older Adult,CC3
86-861-493-290,Ludmilla,Gries,22.0,Wroclaw,Poland,Ludmilla.Gries@email.com,,1.0,Adult,CC3
57-576-790-999,Ella,Schroll,35.0,Jacksonville,United_States,Ella.Schroll@email.com,,0.0,Adult,CC3
60-606-926-463,Caterina,Fath,27.0,Duesseldorf,Germany,Caterina.Fath@email.com,,1.0,Adult,CC2
75-754-782-881,Margot,Schaller,56.0,Antwerpen,Belgium,Margot.Schaller@email.com,,0.0,Adult,CC1
98-987-729-699,Jan-Peter,Dürr,17.0,Murcia,Spain,Jan-Peter .Dürr@email.com,,0.0,Adolescent,CC2
18-186-155-297,Janko ,Hennemann,38.0,Lodz,Poland,Janko .Hennemann@email.com,,1.0,Adult,CC3
30-303-191-696,Philip,Sinn,18.0,San Antonio,United_States,Philip.Sinn@email.com,,1.0,Adult,CC1
81-810-359-492,Ilka,Sydow,56.0,Toulouse,France,Ilka.Sydow@email.com,,0.0,Adult,CC3
19-198-547-924,Igor,Diel,16.0,Milan,Italy,Igor .Diel@email.com,,1.0,Adolescent,CC1
87-873-224-935,Ron,Biermann,28.0,Sofia,Bulgaria,Ron .Biermann@email.com,,1.0,Adult,CC2
16-166-534-128,Amalie,Augustin,40.0,Sarajevo,Bosnia_and_Herzegovina,Amalie.Augustin@email.com,,1.0,Adult,CC2
38-384-580-400,Dirk ,Brandenburg,52.0,Skopje,North_Macedonia,Dirk .Brandenburg@email.com,,0.0,Adult,CC1
62-628-729-949,Anton ,Degen,30.0,Sevilla,Spain,Anton .Degen@email.com,,0.0,Adult,CC2
18-184-264-576,John,Traub,21.0,Wandsbek,Germany,John .Traub@email.com,,1.0,Adult,CC1
72-720-167-141,Kreszenz,Schimanski,31.0,Turin,Italy,Kreszenz.Schimanski@email.com,,0.0,Adult,CC3
78-787-648-998,Änne,Hüttner,35.0,Indianapolis,United_States,Änne.Hüttner@email.com,,0.0,Adult,CC2
39-394-183-916,Ramon,Bell,24.0,Genoa,Italy,Ramon .Bell@corp.com,Ramon .Bell@corp.com,1.0,Adult,CC2
24-248-642-230,Gertrude,Senft,31.0,San Francisco,United_States,Gertrude.Senft@email.com,,1.0,Adult,CC3
53-539-828-164,Agnes,Dettmer,20.0,Cardiff,United_Kingdom,Agnes.Dettmer@email.com,,1.0,Adult,CC2
76-761-503-527,Adina,Wall,21.0,Skopje,North_Macedonia,Adina.Wall@email.com,,0.0,Adult,CC3
88-886-676-104,Birthe,Schultz,56.0,Duisburg,Germany,Birthe.Schultz@email.com,,1.0,Adult,CC1
59-596-692-586,Gerold ,Drechsler,21.0,Kharkiv,Ukraine,Gerold .Drechsler@email.com,,1.0,Adult,CC3
52-527-591-299,Marleen,Heckel,16.0,Milan,Italy,Marleen.Heckel@email.com,,0.0,Adolescent,CC1
26-262-217-317,Natali,Giesecke,39.0,Poznan,Poland,Natali.Giesecke@email.com,,0.0,Adult,CC2
30-304-888-768,Ralf ,Lohse,33.0,Bratislava,Slovakia,Ralf .Lohse@email.com,,1.0,Adult,CC1
85-856-605-423,Ann-Kathrin,Ehrenberg,27.0,Sheffield,United_Kingdom,Ann-Kathrin.Ehrenberg@email.com,,1.0,Adult,CC3
45-459-714-275,Beata,Mertes,30.0,Skopje,North_Macedonia,Beata.Mertes@email.com,,1.0,Adult,CC3
39-393-405-297,Michaela,Rosenberger,53.0,Oklahoma City,United_States,Michaela.Rosenberger@corp.com,Michaela.Rosenberger@corp.com,0.0,Adult,CC3
82-825-610-786,Ramazan,Benz,65.0,Detroit,United_States,Ramazan .Benz@email.com,,0.0,Adult,CC3
92-927-671-423,Aleksej ,Stenger,15.0,San Jose,United_States,Aleksej .Stenger@email.com,,1.0,Adolescent,CC1
82-828-594-522,Annett,Goebel,25.0,Prague,Czech_Republic,Annett.Goebel@email.com,,1.0,Adult,CC1
26-261-715-463,Urs,Kreutz,51.0,Jacksonville,United_States,Urs .Kreutz@email.com,,0.0,Adult,CC1
88-881-614-535,Lara,Sachse,34.0,Las Palmas de Gran Canaria,Spain,Lara.Sachse@email.com,,0.0,Adult,CC2
86-869-146-333,Nikolaus,Schnieders,33.86,Milan,Italy,Nikolaus .Schnieders@email.com,,1.0,Adult,CC2
31-312-473-128,Fabienne,Pötzsch,45.0,Glasgow,United_Kingdom,Fabienne.Pötzsch@email.com,,1.0,Adult,CC2
94-942-920-943,Valerij,Schiemann,30.0,Donetsk,Ukraine,Valerij .Schiemann@email.com,,0.0,Adult,CC1
53-533-913-692,Elke,Faßbender,15.0,El Paso,United_States,Elke.Faßbender@email.com,,0.0,Adolescent,CC2
78-780-873-722,Herwig,Lemke,22.0,Dresden,Germany,Herwig .Lemke@email.com,,1.0,Adult,CC3
94-949-621-993,Insa,Döring,60.0,Boston,United_States,Insa.Döring@email.com,,0.0,Adult,CC3
37-372-876-427,Darius ,Habel,37.0,Leipzig,Germany,Darius .Habel@email.com,,1.0,Adult,CC3
12-121-293-878,Cläre,Kellner,36.0,Zaragoza,Spain,Cläre.Kellner@email.com,,1.0,Adult,CC3
71-713-753-441,Henry,Reichl,20.0,Louisville/Jefferson County,United_States,Henry .Reichl@email.com,,1.0,Adult,CC3
15-157-904-429,Heidi,Fleck,28.0,Kharkiv,Ukraine,Heidi.Fleck@email.com,Heidi.Fleck@corp.com,0.0,Adult,CC2
10-108-402-605,Veronique,Kretschmann,33.0,San Antonio,United_States,Veronique.Kretschmann@email.com,Veronique.Kretschmann@corp.com,0.0,Adult,CC2
86-865-731-321,Utz,Kettler,23.0,Bristol,United_Kingdom,Utz .Kettler@email.com,,0.0,Adult,CC3
51-513-954-639,Hans-Helmut,Mitschke,55.0,Kyiv,Ukraine,Hans-Helmut .Mitschke@email.com,,0.0,Adult,CC2
50-509-651-411,Jaroslaw ,Schock,39.0,Sofia,Bulgaria,Jaroslaw .Schock@email.com,,1.0,Adult,CC1
67-673-600-763,Conny,Wehr,25.0,Phoenix,United_States,Conny.Wehr@email.com,,0.0,Adult,CC2
99-997-416-922,Axel,Heid,51.0,Gdansk,Poland,Axel .Heid@corp.com,Axel .Heid@corp.com,1.0,Adult,CC1
