CustomerID,FirstName,LastName,Age,City,Country,Email,CorporateEmail,Newsletter,AgeGroup,CustomerGroup,OrderNumber,ProductNr,StoreID,Date,StoreType,Price
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895427,B-220-2005,Store_2413,2022-08-18,Onsite Store,63.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895428,Q-130-1995,Store_2427,2022-10-17,Onsite Store,74.99
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895428,C-031-1998,Store_2427,2022-10-17,Onsite Store,50.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895428,G-007-2001,Store_2427,2022-10-17,Onsite Store,63.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895428,Q-001-2018,Store_2427,2022-10-17,Onsite Store,31.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895428,Q-019-1991,Store_2427,2022-10-17,Onsite Store,122.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895428,N-274-2016,Store_2427,2022-10-17,Onsite Store,78.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895429,C-148-2016,Store_2366,2022-01-25,Online Store,53.59
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895429,I-214-2016,Store_2366,2022-01-25,Online Store,66.99
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895429,I-142-1997,Store_2366,2022-01-25,Online Store,60.99
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895429,J-115-2011,Store_2366,2022-01-25,Online Store,115.99
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895429,G-205-1993,Store_2366,2022-01-25,Online Store,121.99
51-519-824-667,Wally,Ruth,24.0,Dallas,United_States,Wally.Ruth@email.com,,1.0,Adult,CC3,23895429,Z-277-2005,Store_2366,2022-01-25,Online Store,62.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894386,I-169-1988,Store_2457,2021-10-16,Onsite Store,62.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894386,Z-067-2008,Store_2457,2021-10-16,Onsite Store,46.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894387,Z-208-1998,Store_2467,2021-05-04,Onsite Store,41.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894387,Q-214-2009,Store_2467,2021-05-04,Onsite Store,37.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894388,A-058-2006,Store_2465,2021-08-11,Onsite Store,80.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894388,F-157-2011,Store_2465,2021-08-11,Onsite Store,85.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894388,A-136-2013,Store_2465,2021-08-11,Onsite Store,88.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894388,Z-055-1983,Store_2465,2021-08-11,Onsite Store,74.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894388,W-157-2018,Store_2465,2021-08-11,Onsite Store,86.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894389,B-130-1999,Store_2402,2021-01-29,Onsite Store,39.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894389,N-235-1993,Store_2402,2021-01-29,Onsite Store,69.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894389,I-244-1989,Store_2402,2021-01-29,Onsite Store,20.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894389,V-196-1987,Store_2402,2021-01-29,Onsite Store,50.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894389,I-055-1991,Store_2402,2021-01-29,Onsite Store,74.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894389,J-172-2016,Store_2402,2021-01-29,Onsite Store,59.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,A-043-1997,Store_2353,2021-07-24,Online Store,30.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,A-007-1980,Store_2353,2021-07-24,Online Store,42.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,Z-151-2004,Store_2353,2021-07-24,Online Store,51.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,H-079-2001,Store_2353,2021-07-24,Online Store,63.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,Z-070-2011,Store_2353,2021-07-24,Online Store,47.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,Q-172-2017,Store_2353,2021-07-24,Online Store,54.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,Z-052-1992,Store_2353,2021-07-24,Online Store,5.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,I-256-2015,Store_2353,2021-07-24,Online Store,37.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,W-058-2009,Store_2353,2021-07-24,Online Store,57.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,F-058-2015,Store_2353,2021-07-24,Online Store,67.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,Z-061-2001,Store_2353,2021-07-24,Online Store,42.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,F-166-1985,Store_2353,2021-07-24,Online Store,47.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,J-154-1984,Store_2353,2021-07-24,Online Store,65.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894390,A-289-1992,Store_2353,2021-07-24,Online Store,62.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,V-007-1994,Store_2349,2021-08-29,Online Store,91.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,V-151-2004,Store_2349,2021-08-29,Online Store,77.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,V-001-2014,Store_2349,2021-08-29,Online Store,80.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,J-226-2003,Store_2349,2021-08-29,Online Store,59.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,N-142-1984,Store_2349,2021-08-29,Online Store,103.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,H-184-2018,Store_2349,2021-08-29,Online Store,104.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,H-016-1980,Store_2349,2021-08-29,Online Store,8.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894391,C-010-1989,Store_2349,2021-08-29,Online Store,46.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,F-205-2018,Store_2369,2021-04-18,Online Store,54.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,W-016-2001,Store_2369,2021-04-18,Online Store,63.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,F-268-2008,Store_2369,2021-04-18,Online Store,38.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,V-259-2010,Store_2369,2021-04-18,Online Store,58.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,A-112-2007,Store_2369,2021-04-18,Online Store,57.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,V-154-2001,Store_2369,2021-04-18,Online Store,85.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894392,Z-208-1998,Store_2369,2021-04-18,Online Store,41.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894393,A-178-1982,Store_2428,2021-07-04,Onsite Store,88.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894393,Z-169-1994,Store_2428,2021-07-04,Onsite Store,80.99
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894393,G-046-2007,Store_2428,2021-07-04,Onsite Store,49.59
19-197-794-857,Gertrude,Schaffer,47.0,Chicago,United_States,Gertrude.Schaffer@email.com,Gertrude.Schaffer@corp.com,0.0,Adult,CC2,23894394,F-073-2017,Store_2419,2021-09-27,Onsite Store,53.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,G-166-2016,Store_2467,2022-05-28,Onsite Store,15.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,B-103-2006,Store_2467,2022-05-28,Onsite Store,51.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,N-181-1984,Store_2467,2022-05-28,Onsite Store,77.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,Q-259-2005,Store_2467,2022-05-28,Onsite Store,68.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,C-067-1996,Store_2467,2022-05-28,Onsite Store,102.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,N-166-1994,Store_2467,2022-05-28,Onsite Store,54.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,V-268-1990,Store_2467,2022-05-28,Onsite Store,42.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895709,I-160-2015,Store_2467,2022-05-28,Onsite Store,49.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895710,F-019-1991,Store_2448,2022-12-25,Onsite Store,33.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895710,B-157-2002,Store_2448,2022-12-25,Onsite Store,53.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895710,G-226-2018,Store_2448,2022-12-25,Onsite Store,13.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895710,H-055-1982,Store_2448,2022-12-25,Onsite Store,82.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895710,Q-226-2009,Store_2448,2022-12-25,Onsite Store,43.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895711,B-241-1981,Store_2447,2022-08-28,Onsite Store,82.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895711,B-028-1986,Store_2447,2022-08-28,Onsite Store,106.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895711,N-199-2013,Store_2447,2022-08-28,Onsite Store,39.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895711,A-292-2010,Store_2447,2022-08-28,Onsite Store,150.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895711,W-181-2001,Store_2447,2022-08-28,Onsite Store,81.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895711,N-046-1988,Store_2447,2022-08-28,Onsite Store,45.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,H-049-2005,Store_2414,2022-01-13,Onsite Store,51.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,Z-049-2010,Store_2414,2022-01-13,Onsite Store,77.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,G-088-1996,Store_2414,2022-01-13,Onsite Store,62.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,I-022-1985,Store_2414,2022-01-13,Onsite Store,83.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,Z-265-1997,Store_2414,2022-01-13,Onsite Store,101.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,J-079-2004,Store_2414,2022-01-13,Onsite Store,73.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,F-271-2013,Store_2414,2022-01-13,Onsite Store,70.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895712,V-235-1993,Store_2414,2022-01-13,Onsite Store,113.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895713,G-025-1997,Store_2422,2022-07-07,Onsite Store,29.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895713,I-058-1995,Store_2422,2022-07-07,Onsite Store,47.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895714,G-184-1989,Store_2390,2022-09-07,Online Store,97.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895714,Q-001-1999,Store_2390,2022-09-07,Online Store,63.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895714,Q-037-2006,Store_2390,2022-09-07,Online Store,101.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895714,F-073-2011,Store_2390,2022-09-07,Online Store,34.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895714,G-292-1988,Store_2390,2022-09-07,Online Store,70.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895714,J-055-2009,Store_2390,2022-09-07,Online Store,67.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895715,G-214-1983,Store_2398,2022-04-15,Onsite Store,41.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895715,H-073-1982,Store_2398,2022-04-15,Onsite Store,116.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895716,A-112-2007,Store_2359,2022-12-22,Online Store,57.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895716,I-049-1992,Store_2359,2022-12-22,Online Store,115.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895716,Q-193-2011,Store_2359,2022-12-22,Online Store,61.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895716,Q-121-1993,Store_2359,2022-12-22,Online Store,39.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895717,F-214-2003,Store_2351,2022-07-14,Online Store,43.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895717,G-151-1994,Store_2351,2022-07-14,Online Store,39.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895717,I-106-1992,Store_2351,2022-07-14,Online Store,53.99
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895717,I-049-1990,Store_2351,2022-07-14,Online Store,68.59
82-824-613-287,Andreas,Riemann,31.0,Austin,United_States,Andreas .Riemann@email.com,,0.0,Adult,CC2,23895717,A-223-2018,Store_2351,2022-07-14,Online Store,72.59
31-315-872-319,Cengiz ,Blume,48.0,Phoenix,United_States,Cengiz .Blume@email.com,,0.0,Adult,CC2,23894827,C-265-2003,Store_2348,2022-08-26,Online Store,69.99
31-315-872-319,Cengiz ,Blume,48.0,Phoenix,United_States,Cengiz .Blume@email.com,,0.0,Adult,CC2,23894827,A-178-2005,Store_2348,2022-08-26,Online Store,104.59
31-315-872-319,Cengiz ,Blume,48.0,Phoenix,United_States,Cengiz .Blume@email.com,,0.0,Adult,CC2,23894827,V-253-1989,Store_2348,2022-08-26,Online Store,135.59
31-315-872-319,Cengiz ,Blume,48.0,Phoenix,United_States,Cengiz .Blume@email.com,,0.0,Adult,CC2,23894827,H-076-1982,Store_2348,2022-08-26,Online Store,74.59
